# index, name, _pos
0,NGR_c00010,"array([ 2.08163295, -0.54507593])"
1,NGR_c19160,"array([ 1.76578511, -0.39795464])"
2,NGR_c00100,"array([ 4.78967368, -0.13637231])"
3,NGR_c26850,"array([ 4.7176283 , -0.47886161])"
4,NGR_c11120,"array([ 4.5467463 , -0.25921627])"
5,NGR_c21340,"array([ 4.4633464 , -0.49195054])"
6,NGR_c00830,"array([ 4.93255214, -0.43494918])"
7,NGR_c10180,"array([ 0.15154712, 20.70243676])"
8,NGR_c05250,"array([ 0.45513693, 20.90567577])"
9,NGR_c10190,"array([-2.50451376,  9.37098296])"
10,NGR_c00740,"array([-2.14942443,  9.73556549])"
11,NGR_c01510,"array([-1.84605404,  8.9816514 ])"
12,NGR_c10200,"array([-2.69692475,  9.8737997 ])"
13,NGR_c25370,"array([-2.82951699,  9.64883513])"
14,NGR_c29260,"array([-1.95131993,  9.61784883])"
15,NGR_c10250,"array([-0.313278  ,  6.82841503])"
16,NGR_c21590,"array([-0.28915349,  7.35855716])"
17,NGR_c01670,"array([-0.12390192,  7.41067608])"
18,NGR_c01690,"array([-0.32780597,  6.56863346])"
19,NGR_c21580,"array([-0.01512255,  7.09222067])"
20,NGR_c10910,"array([-0.51696097,  6.68531061])"
21,NGR_c26080,"array([-0.1537152 ,  7.06893257])"
22,NGR_c04900,"array([-0.4874224 ,  6.53470507])"
23,NGR_c10280,"array([-0.15140679, 10.96540723])"
24,NGR_c01560,"array([-0.29070187, 10.94173841])"
25,NGR_c13070,"array([-0.54386338, 11.71769214])"
26,NGR_c28640,"array([ 0.17800891, 10.05042378])"
27,NGR_c33880,"array([-5.73592531e-03,  1.10306074e+01])"
28,NGR_c14880,"array([0.12432466, 9.96961706])"
29,NGR_c05340,"array([ 0.02485208, 10.53676972])"
30,NGR_c18460,"array([ 0.14830147, 10.62239008])"
31,NGR_c13180,"array([-0.32603638, 10.54806214])"
32,NGR_c36850,"array([-0.39053812, 10.67842532])"
33,NGR_c18290,"array([ 0.22834698, 10.72897025])"
34,NGR_c14020,"array([-0.29302646, 10.77979254])"
35,NGR_c14980,"array([-0.47362101, 10.74791914])"
36,NGR_c30540,"array([ 0.2837594 , 10.65036193])"
37,NGR_c10330,"array([-4.35651297, 11.53873061])"
38,NGR_c13620,"array([-3.64399552, 11.2940106 ])"
39,NGR_c10410,"array([11.99479882,  6.92350421])"
40,NGR_c02570,"array([12.45374515,  7.26746811])"
41,NGR_c02560,"array([12.60933225,  7.22240329])"
42,NGR_c30840,"array([12.19120983,  7.17778098])"
43,NGR_c02550,"array([12.30292011,  7.21116114])"
44,NGR_c35180,"array([12.3256515,  7.3402553])"
45,NGR_c27590,"array([11.94711882,  7.08582089])"
46,NGR_c20840,"array([12.10658085,  7.08674912])"
47,NGR_c35170,"array([12.46852242,  7.12347155])"
48,NGR_c35160,"array([12.22289926,  6.99937937])"
49,NGR_c02530,"array([11.97577627,  7.23234828])"
50,NGR_c02590,"array([11.96104202,  7.39414117])"
51,NGR_c02540,"array([12.33372169,  7.0768613 ])"
52,NGR_c02580,"array([12.08543595,  7.30145002])"
53,NGR_c01040,"array([3.04690534, 9.49775437])"
54,NGR_c17110,"array([2.83892947, 9.22894148])"
55,NGR_c11840,"array([2.76018844, 9.37462983])"
56,NGR_c09130,"array([2.63694819, 9.77707021])"
57,NGR_c14580,"array([2.95222853, 9.24314562])"
58,NGR_c28350,"array([1.91094496, 9.12092351])"
59,NGR_c12570,"array([2.71345912, 9.65080986])"
60,NGR_c11830,"array([2.67397669, 9.50143824])"
61,NGR_c13030,"array([2.32874031, 9.92429877])"
62,NGR_c12140,"array([2.52573633, 9.46282482])"
63,NGR_c05210,"array([3.14610989, 9.23372229])"
64,NGR_c10480,"array([9.31181416, 0.85909236])"
65,NGR_c22120,"array([9.20414244, 0.52236568])"
66,NGR_c10490,"array([-3.00451773,  7.86594464])"
67,NGR_c22110,"array([-3.13820316,  8.18740123])"
68,NGR_c16730,"array([-3.30411991,  7.9118466 ])"
69,NGR_c01910,"array([-2.48114157,  8.22564125])"
70,NGR_c05240,"array([-2.20964822,  8.30783503])"
71,NGR_c01900,"array([-2.51158144,  8.31622254])"
72,NGR_c10500,"array([-3.37580582,  6.74355119])"
73,NGR_c22100,"array([-2.91340199,  7.5630822 ])"
74,NGR_c10510,"array([-3.3301246 ,  8.47693856])"
75,NGR_c22090,"array([-4.24581721,  8.63024495])"
76,NGR_c10530,"array([-2.58819155,  8.02930895])"
77,NGR_c10550,"array([-2.73637358,  8.10426789])"
78,NGR_c22080,"array([-2.8474862 ,  8.35101811])"
79,NGR_c10540,"array([-3.93227219,  8.60017891])"
80,NGR_c22070,"array([-3.16693917,  8.43701026])"
81,NGR_c10560,"array([-2.70090235,  7.4931149 ])"
82,NGR_c22060,"array([-3.05614933,  6.77146753])"
83,NGR_c10570,"array([-2.88172883,  8.18077312])"
84,NGR_c22030,"array([-2.62551442,  7.85549334])"
85,NGR_c10580,"array([-3.15606316,  8.65933493])"
86,NGR_c22040,"array([-3.90581301,  8.95719118])"
87,NGR_c10590,"array([-2.40440656,  8.02303005])"
88,NGR_c22190,"array([-2.57113873,  8.50241596])"
89,NGR_c10600,"array([-3.02067226,  8.29250079])"
90,NGR_c22180,"array([-2.80881498,  7.92824196])"
91,NGR_c10610,"array([-3.10623665,  8.01379257])"
92,NGR_c10620,"array([-2.48759208,  7.64631672])"
93,NGR_c22140,"array([-2.41135909,  7.81198542])"
94,NGR_c10630,"array([-3.08793705,  7.67502282])"
95,NGR_c22130,"array([-3.54301673,  6.95728568])"
96,NGR_c10640,"array([-7.30962498,  0.73631527])"
97,NGR_c25140,"array([-7.20397813,  1.11189947])"
98,NGR_c10660,"array([1.03546991, 7.59495418])"
99,NGR_c27100,"array([0.6709995 , 8.24864028])"
100,NGR_c25610,"array([0.68815311, 7.91691066])"
101,NGR_c10690,"array([8.27185088, 1.38364992])"
102,NGR_c10700,"array([8.44644255, 1.67659662])"
103,NGR_c10730,"array([2.84384426, 9.51105225])"
104,NGR_c01580,"array([2.95950513, 9.88864019])"
105,NGR_c16060,"array([2.94732283, 9.41362708])"
106,NGR_c33540,"array([2.56595236, 9.63908669])"
107,NGR_c13640,"array([2.51805492, 9.8725181 ])"
108,NGR_c35150,"array([2.63409543, 9.38581742])"
109,NGR_c36750,"array([2.86139857, 9.64315957])"
110,NGR_c33410,"array([2.99022214, 9.68752328])"
111,NGR_c35580,"array([2.42668349, 9.65259219])"
112,NGR_c09050,"array([2.81445258, 9.79319458])"
113,NGR_c10790,"array([11.93147606, 11.20093433])"
114,NGR_c07870,"array([11.63123598, 11.11942862])"
115,NGR_c07610,"array([12.27639129, 11.05051045])"
116,NGR_c17310,"array([11.66223165, 10.83975395])"
117,NGR_c10800,"array([11.96828861, 10.8270104 ])"
118,NGR_c10880,"array([-3.88354725,  9.96817959])"
119,NGR_c32130,"array([-4.02812392,  9.83581807])"
120,NGR_c23840,"array([-4.36543462,  9.84428561])"
121,NGR_c01220,"array([-3.49238416, 10.39846372])"
122,NGR_c30940,"array([-3.78818543,  9.47714375])"
123,NGR_c00400,"array([-3.54475172, 10.11716188])"
124,NGR_c09710,"array([-4.04343525, 10.11180726])"
125,NGR_c27040,"array([-3.52925099,  9.95022971])"
126,NGR_c10890,"array([ 1.45248202, 10.32876988])"
127,NGR_c10900,"array([0.55908957, 9.94690551])"
128,NGR_c01810,"array([2.15122868, 9.88546673])"
129,NGR_c01140,"array([ 1.48868116, 10.13480726])"
130,NGR_c22740,"array([0.35540928, 8.94334983])"
131,NGR_c34380,"array([-0.2508589 ,  9.87128466])"
132,NGR_c15750,"array([0.50289888, 9.08063496])"
133,NGR_c32960,"array([-0.218289  ,  9.94432663])"
134,NGR_c21810,"array([0.23576853, 9.6977761 ])"
135,NGR_c01520,"array([-0.33121124,  9.60193736])"
136,NGR_c19850,"array([ 0.39435203, 10.18418623])"
137,NGR_c32540,"array([0.0949609 , 9.81312984])"
138,NGR_c27680,"array([ 1.03328433, 10.26137956])"
139,NGR_c26590,"array([ 0.0607373 , 10.23394341])"
140,NGR_c22760,"array([-0.15503918,  9.8894741 ])"
141,NGR_c08500,"array([0.38185556, 9.74261096])"
142,NGR_c26090,"array([-0.36547054,  6.19376136])"
143,NGR_c26130,"array([-0.51293776,  7.51930531])"
144,NGR_c33030,"array([-0.48167902,  6.9024146 ])"
145,NGR_c01180,"array([-0.60467785,  6.20403779])"
146,NGR_c06060,"array([-0.71532948,  6.58229078])"
147,NGR_c21600,"array([-0.46070527,  6.34319273])"
148,NGR_c04910,"array([-0.13016207,  6.823354  ])"
149,NGR_c09100,"array([-0.21105348,  6.3609427 ])"
150,NGR_c37150,"array([-0.13125304,  6.66974966])"
151,NGR_c05030,"array([-0.71586957,  6.37338367])"
152,NGR_c10950,"array([ 7.0660491 , 11.88706461])"
153,NGR_c10960,"array([ 6.85453295, 12.27989864])"
154,NGR_c31970,"array([ 6.48663017, 11.90314436])"
155,NGR_c11000,"array([ 6.83928291, 12.00258046])"
156,NGR_c35370,"array([ 7.10237346, 12.16746906])"
157,NGR_c11040,"array([-2.666784  ,  7.69186318])"
158,NGR_c11070,"array([-0.06689657,  7.79898386])"
159,NGR_c27260,"array([-7.64612851e-03,  7.88897243e+00])"
160,NGR_c01680,"array([0.17461247, 7.84779607])"
161,NGR_c05020,"array([0.09057769, 7.74419553])"
162,NGR_c12850,"array([0.20875663, 8.2451195 ])"
163,NGR_c13470,"array([-8.30717083e-03,  8.65361848e+00])"
164,NGR_c33330,"array([0.09395023, 8.15156745])"
165,NGR_c03390,"array([-0.05046255,  8.0519361 ])"
166,NGR_c31280,"array([-0.17444369,  8.29840247])"
167,NGR_c23460,"array([0.62120348, 8.56369426])"
168,NGR_c08670,"array([0.55169083, 8.62944046])"
169,NGR_c31290,"array([-0.17876434,  8.41871573])"
170,NGR_c29930,"array([0.22055309, 7.73754925])"
171,NGR_c26750,"array([7.84914502e-04, 8.21054291e+00])"
172,NGR_c34110,"array([0.16119646, 8.58103462])"
173,NGR_c11080,"array([-0.13592708,  7.94337918])"
174,NGR_c09720,"array([-0.75838725,  7.32185707])"
175,NGR_c32720,"array([0.28686832, 7.8418872 ])"
176,NGR_c08900,"array([-0.58509239,  7.12353365])"
177,NGR_c33800,"array([0.07854001, 7.96262869])"
178,NGR_c25100,"array([-0.64900965,  7.2711006 ])"
179,NGR_c01100,"array([ 3.42075189, -1.49361123])"
180,NGR_c01110,"array([ 3.15101962, -1.71419072])"
181,NGR_c01120,"array([ 3.09601159, -1.3712757 ])"
182,NGR_c11090,"array([ 4.28225485, 11.03087038])"
183,NGR_c27220,"array([3.8084423 , 9.74565794])"
184,NGR_c33520,"array([ 4.12315928, 12.16560396])"
185,NGR_c11110,"array([ 0.31986171, 10.01479072])"
186,NGR_c31300,"array([-0.01527699,  9.29333648])"
187,NGR_c25880,"array([-0.08278015,  9.42579529])"
188,NGR_c20350,"array([-0.21756685,  9.43518652])"
189,NGR_c09410,"array([ 4.65674627, -0.73936297])"
190,NGR_c11150,"array([6.21562154, 8.00402519])"
191,NGR_c07700,"array([6.54786622, 7.91463635])"
192,NGR_c16080,"array([6.31440061, 8.21134734])"
193,NGR_c21070,"array([5.773568  , 8.14389172])"
194,NGR_c35080,"array([6.33725297, 7.8039443 ])"
195,NGR_c05120,"array([6.60064983, 8.11382758])"
196,NGR_c11180,"array([ 4.13716609, 10.16594193])"
197,NGR_c29100,"array([ 4.18944176, 10.53677312])"
198,NGR_c29120,"array([ 4.29013796, 10.30012258])"
199,NGR_c06630,"array([ 4.37434322, 10.49469501])"
200,NGR_c31730,"array([ 3.62529148, 10.24446383])"
201,NGR_c35560,"array([ 3.63888846, 10.11378521])"
202,NGR_c13940,"array([ 4.43915395, 10.15314388])"
203,NGR_c16950,"array([ 4.2848016 , 10.06040792])"
204,NGR_c06640,"array([ 4.11002661, 10.36731821])"
205,NGR_c29110,"array([ 4.47149296, 10.33848177])"
206,NGR_c11280,"array([ 6.84138195, 19.73153576])"
207,NGR_c05350,"array([ 7.07084695, 19.45895566])"
208,NGR_c01150,"array([3.19979705, 9.80935987])"
209,NGR_c36700,"array([ 2.94222686, 10.24481077])"
210,NGR_c22970,"array([2.7016923 , 8.78773369])"
211,NGR_c11600,"array([-5.35615239, -1.96631974])"
212,NGR_c27850,"array([-5.08177775, -2.18749317])"
213,NGR_c11680,"array([-4.8746857 , 11.32367012])"
214,NGR_c08270,"array([-4.21117515, 11.12300242])"
215,NGR_c01160,"array([1.85591775, 7.23490738])"
216,NGR_c06580,"array([1.89918189, 7.72910674])"
217,NGR_c06510,"array([2.22470834, 6.65261598])"
218,NGR_c14650,"array([0.9030583 , 8.16256666])"
219,NGR_c06500,"array([1.97048097, 6.54229758])"
220,NGR_c33670,"array([2.15489831, 6.4656405 ])"
221,NGR_c30520,"array([1.57310363, 7.59789749])"
222,NGR_c24690,"array([2.34403496, 6.89851378])"
223,NGR_c23710,"array([2.57643791, 6.54604558])"
224,NGR_c35330,"array([0.82529187, 8.09409835])"
225,NGR_c01170,"array([1.76402651, 8.12542242])"
226,NGR_c21220,"array([2.10092958, 7.72066926])"
227,NGR_c33900,"array([1.97515494, 6.91482332])"
228,NGR_c03130,"array([2.68374778, 6.68987032])"
229,NGR_c29480,"array([2.5864375 , 7.06909677])"
230,NGR_c30500,"array([1.97369711, 7.30395311])"
231,NGR_c06460,"array([1.71484814, 8.03063675])"
232,NGR_c11740,"array([4.72743148, 6.23102912])"
233,NGR_c28650,"array([4.08898005, 6.84029677])"
234,NGR_c34850,"array([2.2837069 , 7.84217469])"
235,NGR_c06590,"array([1.86729421, 8.25152588])"
236,NGR_c06610,"array([2.02350186, 8.01876558])"
237,NGR_c34890,"array([1.95182783, 8.56838631])"
238,NGR_c05700,"array([2.11442661, 8.20637345])"
239,NGR_c12830,"array([1.09768678, 8.55704885])"
240,NGR_c06570,"array([2.30505849, 8.29544997])"
241,NGR_c05180,"array([1.83391005, 8.51021115])"
242,NGR_c28980,"array([2.69053504, 7.89328881])"
243,NGR_c07380,"array([2.17839604, 8.41414282])"
244,NGR_c12760,"array([1.87029912, 8.01940488])"
245,NGR_c03190,"array([2.06856674, 8.35523807])"
246,NGR_c28060,"array([2.28801865, 8.18368475])"
247,NGR_c12800,"array([1.6754936 , 8.45824044])"
248,NGR_c31170,"array([1.9312753 , 8.34611667])"
249,NGR_c28100,"array([1.9839769 , 8.21077657])"
250,NGR_c28070,"array([1.92952144, 7.89160229])"
251,NGR_c12820,"array([1.14544698, 8.63389447])"
252,NGR_c29340,"array([1.4106105 , 8.40115748])"
253,NGR_c35920,"array([2.52692885, 9.28519705])"
254,NGR_c28120,"array([2.38086523, 9.43515849])"
255,NGR_c24800,"array([2.67679845, 9.22315908])"
256,NGR_c35730,"array([2.72402131, 9.9667278 ])"
257,NGR_c12770,"array([2.01644527, 9.54914078])"
258,NGR_c24290,"array([2.38608359, 9.25678023])"
259,NGR_c09400,"array([2.69363397, 9.07662582])"
260,NGR_c29090,"array([2.52691688, 9.13741488])"
261,NGR_c18230,"array([2.85710718, 9.093229  ])"
262,NGR_c12110,"array([ 2.79254633, 10.57184389])"
263,NGR_c28490,"array([ 2.41640601, 10.41358676])"
264,NGR_c31130,"array([ 3.41534181, 11.19391739])"
265,NGR_c15550,"array([ 2.58429945, 10.0781671 ])"
266,NGR_c04490,"array([ 3.49779732, 11.3196443 ])"
267,NGR_c23300,"array([ 2.0091289 , 10.63110642])"
268,NGR_c04500,"array([ 3.24746692, 11.28223449])"
269,NGR_c31120,"array([ 3.29144731, 11.11410017])"
270,NGR_c02720,"array([ 3.41427178, 10.79892464])"
271,NGR_c08030,"array([ 2.14179955, 10.53496829])"
272,NGR_c04470,"array([ 3.34946133, 11.38949647])"
273,NGR_c06100,"array([ 2.72247714, 10.65981865])"
274,NGR_c31140,"array([ 3.44965918, 11.03222747])"
275,NGR_c26380,"array([ 1.80412017, 10.89911873])"
276,NGR_c04460,"array([ 2.95223282, 11.39496349])"
277,NGR_c04480,"array([ 3.61112979, 11.01427685])"
278,NGR_c15170,"array([ 1.26104962, 10.01962065])"
279,NGR_c31100,"array([ 3.59923635, 11.16962419])"
280,NGR_c13750,"array([ 2.38945689, 10.51907328])"
281,NGR_c12220,"array([1.30995882, 8.63204705])"
282,NGR_c03950,"array([0.73025872, 8.48685428])"
283,NGR_c03930,"array([0.79180869, 8.60212831])"
284,NGR_c34780,"array([0.55963337, 9.20160771])"
285,NGR_c34970,"array([0.83752776, 8.74642356])"
286,NGR_c06470,"array([1.58738218, 8.6154246 ])"
287,NGR_c04260,"array([1.03555158, 8.36054263])"
288,NGR_c03920,"array([0.72690881, 8.74344168])"
289,NGR_c17030,"array([1.19152481, 8.40305913])"
290,NGR_c12250,"array([-1.14705831,  8.32071998])"
291,NGR_c30880,"array([-0.50215808,  8.8515036 ])"
292,NGR_c26300,"array([-1.2639281 ,  8.22057241])"
293,NGR_c19300,"array([-1.61794107,  7.62596447])"
294,NGR_c30900,"array([-0.61920387,  8.79986509])"
295,NGR_c12280,"array([-1.12722323,  7.91140797])"
296,NGR_c20490,"array([-1.72331122,  7.76074962])"
297,NGR_c20480,"array([-1.32349095,  8.36566809])"
298,NGR_c30860,"array([-0.52351239,  8.72481725])"
299,NGR_c30890,"array([-0.60439936,  8.92348235])"
300,NGR_c20470,"array([-1.11725879,  8.04032456])"
301,NGR_c21440,"array([-0.66818593,  8.2211704 ])"
302,NGR_c32950,"array([-0.47668037,  8.39262547])"
303,NGR_c24110,"array([-0.36281972,  8.22694052])"
304,NGR_c06130,"array([-0.46845537,  8.28777846])"
305,NGR_c23150,"array([-0.64633456,  7.73272173])"
306,NGR_c33040,"array([-0.76019725,  8.3141973 ])"
307,NGR_c25410,"array([-0.37498211,  8.34339898])"
308,NGR_c01230,"array([-2.84146185, 10.39648228])"
309,NGR_c13390,"array([-2.82135133, 10.23474998])"
310,NGR_c12320,"array([-1.31203738,  5.97308131])"
311,NGR_c35760,"array([-1.15716937,  6.66976056])"
312,NGR_c05170,"array([-1.5105754 ,  6.11117562])"
313,NGR_c12900,"array([-1.14110141,  6.04970119])"
314,NGR_c35750,"array([-1.39000498,  6.22144382])"
315,NGR_c08930,"array([-1.20024795,  6.51138914])"
316,NGR_c18050,"array([-1.06218526,  6.44064846])"
317,NGR_c18060,"array([-1.03951285,  6.58564229])"
318,NGR_c08730,"array([-1.24360012, 10.34235053])"
319,NGR_c14490,"array([-2.37045584, 10.59456203])"
320,NGR_c09190,"array([-2.34238628, 10.36107831])"
321,NGR_c17320,"array([-3.73946713, 10.23763627])"
322,NGR_c12440,"array([-0.01430599,  9.98188812])"
323,NGR_c20160,"array([0.74963762, 9.21192922])"
324,NGR_c33780,"array([-0.09648038, 10.13167497])"
325,NGR_c05430,"array([-0.0859826 , 10.40938644])"
326,NGR_c20170,"array([0.82037163, 9.30198047])"
327,NGR_c13220,"array([-0.43511901, 10.38955413])"
328,NGR_c26220,"array([-0.11547494,  9.58602801])"
329,NGR_c09570,"array([-0.18053811, 10.21973835])"
330,NGR_c33790,"array([-0.26433469, 10.09631516])"
331,NGR_c20220,"array([-0.29263963, 10.33967536])"
332,NGR_c32810,"array([0.37665735, 9.56553609])"
333,NGR_c14120,"array([0.42670217, 9.35641027])"
334,NGR_c31610,"array([-0.47029145, 10.24596262])"
335,NGR_c12540,"array([ 1.97176757, 10.99731929])"
336,NGR_c29160,"array([ 1.52719222, 10.67119832])"
337,NGR_c26990,"array([ 2.01907588, 10.78229287])"
338,NGR_c32060,"array([ 1.79132693, 10.49723942])"
339,NGR_c36520,"array([ 1.87069565, 10.33486269])"
340,NGR_c12560,"array([ 3.19871218, 11.62617062])"
341,NGR_c34010,"array([ 2.1697905 , 11.67331105])"
342,NGR_c33990,"array([ 3.75721482, 10.47266148])"
343,NGR_c31990,"array([ 2.95200618, 11.10699487])"
344,NGR_c34430,"array([1.77334963, 7.48202213])"
345,NGR_c33640,"array([1.16462256, 7.90153711])"
346,NGR_c28090,"array([1.60104801, 8.21049264])"
347,NGR_c31710,"array([0.64591833, 9.55994319])"
348,NGR_c12790,"array([ 2.83256519, 19.44456271])"
349,NGR_c02040,"array([ 3.05281485, 19.16540559])"
350,NGR_c33940,"array([0.2944908 , 9.05344317])"
351,NGR_c31560,"array([1.14413415, 9.00078855])"
352,NGR_c01990,"array([0.84630179, 9.11873274])"
353,NGR_c05620,"array([1.186091  , 8.81716493])"
354,NGR_c31400,"array([0.99565583, 9.02021235])"
355,NGR_c00300,"array([0.48469596, 8.95098209])"
356,NGR_c16880,"array([0.44705365, 8.84490829])"
357,NGR_c12880,"array([0.01581532, 9.11148778])"
358,NGR_c20630,"array([1.00670906, 8.74959083])"
359,NGR_c23940,"array([1.04674816, 8.87295351])"
360,NGR_c31220,"array([0.19942038, 9.13958853])"
361,NGR_c29920,"array([0.10530835, 9.18398863])"
362,NGR_c32860,"array([0.3918132 , 9.08538334])"
363,NGR_c21360,"array([0.92609095, 9.19724078])"
364,NGR_c28680,"array([-7.49760575e-03,  9.02157826e+00])"
365,NGR_c29900,"array([0.26286795, 9.46426012])"
366,NGR_c33260,"array([-0.20732071,  9.12904056])"
367,NGR_c31270,"array([0.14933597, 9.35661256])"
